RestaurantID,Restaurant Name,CountryCode,Country name,City,locality,Cuisines,Currency,USD Rate,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Switch_to_order_menu,Price_range,Votes,Average_Cost_for_two,Rating,year&date,Year,Month,Date,Month Name,Quater,Week of Year,Day Name,Financial Quater,Financial month,year&month,USD (Cost) of avg_cost of two,Indian Rupees (Cost) of avg_cost of two,Count of Restaurant
18440169,Foodizm,1,India,New Delhi,Pandav Nagar,"North Indian, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,01-08-2015,2015,8,1,August,QRT-3,31,Saturday,FQ-4,FM-12,01-08-2015,3,268.41,
18435210,Kanuchawala,1,India,New Delhi,Prashant Vihar,"North Indian, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,19-08-2012,2012,8,19,August,QRT-3,34,Sunday,FQ-4,FM-12,01-08-2012,4.8,429.456,
18486857,Vaishanavi Food Store,1,India,New Delhi,R K Puram,"North Indian, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,150,1,22-08-2017,2017,8,22,August,QRT-3,34,Tuesday,FQ-4,FM-12,01-08-2017,1.8,161.046,
18409190,PSR Foods,1,India,New Delhi,Saket,"North Indian, Street Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,14-08-2014,2014,8,14,August,QRT-3,33,Thursday,FQ-4,FM-12,01-08-2014,1.2,107.364,
18438438,Aggarwal Bikaner Sweets,1,India,New Delhi,Shakarpur,Bakery,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,14-08-2018,2018,8,14,August,QRT-3,33,Tuesday,FQ-4,FM-12,01-08-2018,3,268.41,
18175302,7 Colours Xpress Kitchen,1,India,New Delhi,South Extension 1,"Chinese, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,350,1,14-08-2010,2010,8,14,August,QRT-3,33,Saturday,FQ-4,FM-12,01-08-2010,4.2,375.774,
18377909,Food Plaza,1,India,New Delhi,Vasundhara Enclave,"Chinese, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,21-08-2018,2018,8,21,August,QRT-3,34,Tuesday,FQ-4,FM-12,01-08-2018,3,268.41,
18449640,Shree Krishna Dhaba,1,India,New Delhi,Daryaganj,"North Indian, South Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,21-07-2016,2016,7,21,July,QRT-3,30,Thursday,FQ-2,FM-4,01-07-2016,1.2,107.364,
18435819,Dada Ka,1,India,New Delhi,Dilshad Garden,"Mughlai, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,06-07-2017,2017,7,6,July,QRT-3,27,Thursday,FQ-2,FM-4,01-07-2017,3,268.41,
18361741,Noddys,1,India,New Delhi,Gujranwala Town,"Beverages, Desserts",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,03-07-2012,2012,7,3,July,QRT-3,27,Tuesday,FQ-2,FM-4,01-07-2012,1.2,107.364,
18424643,Asian House Restaurant,1,India,New Delhi,Majnu ka Tila,"Tibetan, South Indian, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,01-07-2013,2013,7,1,July,QRT-3,27,Monday,FQ-2,FM-4,01-07-2013,4.8,429.456,
309101,Kullu Manali Restaurant,1,India,New Delhi,Majnu ka Tila,"Tibetan, Chinese, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,25-07-2013,2013,7,25,July,QRT-3,30,Thursday,FQ-2,FM-4,01-07-2013,4.8,429.456,
18272376,Tandoori Khazana,1,India,New Delhi,Majnu ka Tila,"North Indian, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,350,1,05-07-2014,2014,7,5,July,QRT-3,27,Saturday,FQ-2,FM-4,01-07-2014,4.2,375.774,
18317329,Desi Chulha,1,India,New Delhi,Mayur Vihar Phase 1,"North Indian, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,17-07-2016,2016,7,17,July,QRT-3,30,Sunday,FQ-2,FM-4,01-07-2016,4.8,429.456,
18363044,Bikaner Sweets Chaat cafe,1,India,New Delhi,Mukherjee Nagar,"Mithai, Street Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,26-07-2015,2015,7,26,July,QRT-3,31,Sunday,FQ-2,FM-4,01-07-2015,1.2,107.364,
18421461,Spl Flavour Sodas  Fruit shakes,1,India,New Delhi,Mukherjee Nagar,Juices,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,20-07-2016,2016,7,20,July,QRT-3,30,Wednesday,FQ-2,FM-4,01-07-2016,1.2,107.364,
18432214,Dilli Darbar Chicken Point,1,India,New Delhi,Najafgarh,Mughlai,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,09-07-2018,2018,7,9,July,QRT-3,28,Monday,FQ-2,FM-4,01-07-2018,4.8,429.456,
304405,Sharma Sweets,1,India,New Delhi,Najafgarh,"Mithai, Street Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,02-07-2013,2013,7,2,July,QRT-3,27,Tuesday,FQ-2,FM-4,01-07-2013,1.2,107.364,
18464636,Baba Ji,1,India,New Delhi,Nangloi,Fast Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,22-07-2010,2010,7,22,July,QRT-3,30,Thursday,FQ-2,FM-4,01-07-2010,3,268.41,
18431187,Foodies,1,India,New Delhi,Naraina,Chinese,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,03-07-2011,2011,7,3,July,QRT-3,28,Sunday,FQ-2,FM-4,01-07-2011,4.8,429.456,
18431105,Surprise  Bakers  Bites,1,India,New Delhi,Palam,"Bakery, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,08-07-2014,2014,7,8,July,QRT-3,28,Tuesday,FQ-2,FM-4,01-07-2014,4.8,429.456,
18432030,Angelena Restaurant,1,India,New Delhi,Pandav Nagar,"North Indian, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,350,1,17-07-2015,2015,7,17,July,QRT-3,29,Friday,FQ-2,FM-4,01-07-2015,4.2,375.774,
18363081,3x Cafe,1,India,New Delhi,Pitampura,"Fast Food, Desserts, Beverages",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,450,1,02-07-2012,2012,7,2,July,QRT-3,27,Monday,FQ-2,FM-4,01-07-2012,5.4,483.138,
18441685,RS Chinese Food,1,India,New Delhi,Preet Vihar,Fast Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,09-07-2014,2014,7,9,July,QRT-3,28,Wednesday,FQ-2,FM-4,01-07-2014,3,268.41,
7809,Welcome Fast Food  Parantha,1,India,New Delhi,Qutab Institutional Area,"Chinese, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,19-07-2017,2017,7,19,July,QRT-3,29,Wednesday,FQ-2,FM-4,01-07-2017,1.2,107.364,
18445764,Shalimar Vyanjan,1,India,New Delhi,Shalimar Bagh,"North Indian, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,24-07-2016,2016,7,24,July,QRT-3,31,Sunday,FQ-2,FM-4,01-07-2016,4.8,429.456,
18431145,Radha Swami Chaat Bhandar,1,India,New Delhi,Subhash Nagar,Street Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,21-07-2018,2018,7,21,July,QRT-3,29,Saturday,FQ-2,FM-4,01-07-2018,1.2,107.364,
18455551,Variety of Shawarmas,1,India,New Delhi,Subhash Nagar,Fast Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,150,1,02-07-2017,2017,7,2,July,QRT-3,27,Sunday,FQ-2,FM-4,01-07-2017,1.8,161.046,
18372694,Sweets n Treats,1,India,New Delhi,Vasundhara Enclave,Street Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,50,1,23-07-2013,2013,7,23,July,QRT-3,30,Tuesday,FQ-2,FM-4,01-07-2013,0.6,53.682,
18168147,SK Fast Food,1,India,New Delhi,Zakir Nagar,Chinese,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,350,1,03-07-2011,2011,7,3,July,QRT-3,28,Sunday,FQ-2,FM-4,01-07-2011,4.2,375.774,
18401128,Aahar Meat and Chicken Shop,1,India,New Delhi,Alaknanda,"Raw Meats, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,08-06-2018,2018,6,8,June,QRT-2,23,Friday,FQ-1,FM-3,01-06-2018,4.8,429.456,
18421463,Madaan Confectionery,1,India,New Delhi,Anand Vihar,Bakery,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,150,1,11-06-2016,2016,6,11,June,QRT-2,24,Saturday,FQ-1,FM-3,01-06-2016,1.8,161.046,
18395538,Matthi Wala,1,India,New Delhi,Ashok Vihar Phase 1,"Mithai, Street Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,150,1,26-06-2017,2017,6,26,June,QRT-2,26,Monday,FQ-1,FM-3,01-06-2017,1.8,161.046,
18351471,Khan Foods,1,India,New Delhi,Daryaganj,Mughlai,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,23-06-2018,2018,6,23,June,QRT-2,25,Saturday,FQ-1,FM-3,01-06-2018,4.8,429.456,
18426904,Preet Fast Foods,1,India,New Delhi,Delhi UniversityGTB Nagar,Street Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,50,1,17-06-2012,2012,6,17,June,QRT-2,25,Sunday,FQ-1,FM-3,01-06-2012,0.6,53.682,
18424625,Kathi Junction,1,India,New Delhi,Dilshad Garden,Fast Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,16-06-2014,2014,6,16,June,QRT-2,25,Monday,FQ-1,FM-3,01-06-2014,3,268.41,
18419919,Maan Singh Halwai,1,India,New Delhi,Jangpura,Mithai,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,28-06-2011,2011,6,28,June,QRT-2,27,Tuesday,FQ-1,FM-3,01-06-2011,1.2,107.364,
18394362,Connoisseur,1,India,New Delhi,Janpath,Bakery,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,24-06-2013,2013,6,24,June,QRT-2,26,Monday,FQ-1,FM-3,01-06-2013,4.8,429.456,
18261956,Goldy Chat Bhandar,1,India,New Delhi,Krishna Nagar,Street Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,15-06-2017,2017,6,15,June,QRT-2,24,Thursday,FQ-1,FM-3,01-06-2017,1.2,107.364,
302473,Cafe Highway,1,India,New Delhi,Mahipalpur,"Fast Food, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,19-06-2014,2014,6,19,June,QRT-2,25,Thursday,FQ-1,FM-3,01-06-2014,3,268.41,
18478990,Bhutani Chaap,1,India,New Delhi,Mehrauli,"North Indian, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,20-06-2018,2018,6,20,June,QRT-2,25,Wednesday,FQ-1,FM-3,01-06-2018,3,268.41,
18449629,Giani,1,India,New Delhi,Moti Nagar,"Ice Cream, Desserts",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,17-06-2018,2018,6,17,June,QRT-2,25,Sunday,FQ-1,FM-3,01-06-2018,4.8,429.456,
18361211,Prem Chinese Fast Food,1,India,New Delhi,Najafgarh,Chinese,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,150,1,24-06-2011,2011,6,24,June,QRT-2,26,Friday,FQ-1,FM-3,01-06-2011,1.8,161.046,
18358168,Sams 22,1,India,New Delhi,Okhla Phase 1,"Fast Food, Beverages",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,05-06-2013,2013,6,5,June,QRT-2,23,Wednesday,FQ-1,FM-3,01-06-2013,3,268.41,
18440163,Zaika Restaurant,1,India,New Delhi,Pandav Nagar,"Mughlai, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,350,1,25-06-2016,2016,6,25,June,QRT-2,26,Saturday,FQ-1,FM-3,01-06-2016,4.2,375.774,
18489533,Bhawani Restaurant,1,India,New Delhi,Sainik Farms,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,350,1,23-06-2014,2014,6,23,June,QRT-2,26,Monday,FQ-1,FM-3,01-06-2014,4.2,375.774,
18424654,New Aggarwal Sweets  Fast Food,1,India,New Delhi,Vasundhara Enclave,"Mithai, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,150,1,01-06-2013,2013,6,1,June,QRT-2,22,Saturday,FQ-1,FM-3,01-06-2013,1.8,161.046,
18466972,HTW Bakers,1,India,New Delhi,Zakir Nagar,"Bakery, Desserts",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,350,1,18-06-2014,2014,6,18,June,QRT-2,25,Wednesday,FQ-1,FM-3,01-06-2014,4.2,375.774,
18466396,Dessi Food,1,India,New Delhi,Chandni Chowk,Street Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,09-05-2017,2017,5,9,May,QRT-2,19,Tuesday,FQ-1,FM-2,01-05-2017,1.2,107.364,
18435806,Crazzy Bite,1,India,New Delhi,Dilshad Garden,Chinese,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,12-05-2016,2016,5,12,May,QRT-2,20,Thursday,FQ-1,FM-2,01-05-2016,4.8,429.456,
18435303,Punjabi Tandoori Tikka,1,India,New Delhi,Geeta Colony,Street Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,22-05-2017,2017,5,22,May,QRT-2,21,Monday,FQ-1,FM-2,01-05-2017,3,268.41,
18168122,Kerala Kitchen  Restaurant,1,India,New Delhi,Mehrauli,South Indian,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,18-05-2011,2011,5,18,May,QRT-2,21,Wednesday,FQ-1,FM-2,01-05-2011,3,268.41,
18489541,Aggarwal Sweets,1,India,New Delhi,MG Road,"Mithai, South Indian, Street Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,19-05-2015,2015,5,19,May,QRT-2,21,Tuesday,FQ-1,FM-2,01-05-2015,3,268.41,
18451166,Magic MoMo Corner,1,India,New Delhi,Moti Nagar,"Chinese, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,15-05-2016,2016,5,15,May,QRT-2,21,Sunday,FQ-1,FM-2,01-05-2016,3,268.41,
310952,Student Corner,1,India,New Delhi,Mukherjee Nagar,Fast Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,50,1,24-05-2010,2010,5,24,May,QRT-2,22,Monday,FQ-1,FM-2,01-05-2010,0.6,53.682,
18468524,The Pure Kitchen,1,India,New Delhi,Munirka,"Chinese, Continental, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,27-05-2016,2016,5,27,May,QRT-2,22,Friday,FQ-1,FM-2,01-05-2016,3,268.41,
9194,Do Bhai Paneer Wale And Sweets,1,India,New Delhi,Nangloi,Bakery,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,22-05-2011,2011,5,22,May,QRT-2,22,Sunday,FQ-1,FM-2,01-05-2011,1.2,107.364,
18371391,TCW Chaat Point,1,India,New Delhi,Nangloi,Street Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,10-05-2015,2015,5,10,May,QRT-2,20,Sunday,FQ-1,FM-2,01-05-2015,1.2,107.364,
18421038,Cafe Coffee Day,1,India,New Delhi,Qutab Institutional Area,Cafe,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,450,1,28-05-2012,2012,5,28,May,QRT-2,22,Monday,FQ-1,FM-2,01-05-2012,5.4,483.138,
18412894,Cake Walk,1,India,New Delhi,Qutab Institutional Area,"Bakery, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,01-05-2017,2017,5,1,May,QRT-2,18,Monday,FQ-1,FM-2,01-05-2017,1.2,107.364,
18423857,Laxmi Dairy,1,India,New Delhi,Shahdara,"Mithai, Street Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,150,1,04-05-2013,2013,5,4,May,QRT-2,18,Saturday,FQ-1,FM-2,01-05-2013,1.8,161.046,
18291209,Raju Ice Cream Parlor,1,India,New Delhi,Shakarpur,"Pizza, Ice Cream",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,21-05-2017,2017,5,21,May,QRT-2,21,Sunday,FQ-1,FM-2,01-05-2017,3,268.41,
18420433,Shisha,1,India,New Delhi,East Patel Nagar,Cafe,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,14-04-2013,2013,4,14,April,QRT-2,16,Sunday,FQ-4,FM-12,01-04-2013,4.8,429.456,
18336472,Brown House Cafe,1,India,New Delhi,Hauz Khas,"Chinese, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,16-04-2011,2011,4,16,April,QRT-2,16,Saturday,FQ-4,FM-12,01-04-2011,3,268.41,
18419915,DaawateMehak,1,India,New Delhi,Jangpura,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,350,1,04-04-2012,2012,4,4,April,QRT-2,14,Wednesday,FQ-4,FM-12,01-04-2012,4.2,375.774,
18416842,UP AlFlah Restaurant,1,India,New Delhi,Mahipalpur,Biryani,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,350,1,04-04-2011,2011,4,4,April,QRT-2,15,Monday,FQ-4,FM-12,01-04-2011,4.2,375.774,
18492029,Aap Ki Khatir,1,India,New Delhi,MG Road,"Mughlai, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,05-04-2011,2011,4,5,April,QRT-2,15,Tuesday,FQ-4,FM-12,01-04-2011,4.8,429.456,
18352672,Bollywood Khana,1,India,New Delhi,MG Road,"North Indian, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,150,1,22-04-2017,2017,4,22,April,QRT-2,16,Saturday,FQ-4,FM-12,01-04-2017,1.8,161.046,
18492033,Lajawab Chicken  Fish Fry,1,India,New Delhi,MG Road,Mughlai,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,350,1,15-04-2018,2018,4,15,April,QRT-2,16,Sunday,FQ-4,FM-12,01-04-2018,4.2,375.774,
18472683,Shree Vinayaga Restaurant,1,India,New Delhi,Munirka,South Indian,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,28-04-2015,2015,4,28,April,QRT-2,18,Tuesday,FQ-4,FM-12,01-04-2015,4.8,429.456,
306678,Bajrang Misthan Bhawan,1,India,New Delhi,Najafgarh,Mithai,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,24-04-2014,2014,4,24,April,QRT-2,17,Thursday,FQ-4,FM-12,01-04-2014,1.2,107.364,
18359302,Chilli Tadka,1,India,New Delhi,Najafgarh,"Chinese, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,02-04-2016,2016,4,2,April,QRT-2,14,Saturday,FQ-4,FM-12,01-04-2016,3,268.41,
18352275,Kings Food,1,India,New Delhi,Najafgarh,Chinese,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,25-04-2011,2011,4,25,April,QRT-2,18,Monday,FQ-4,FM-12,01-04-2011,3,268.41,
18322599,Daily Belly,1,India,New Delhi,Nangloi,"North Indian, South Indian, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,350,1,08-04-2016,2016,4,8,April,QRT-2,15,Friday,FQ-4,FM-12,01-04-2016,4.2,375.774,
304888,Dosa and Pizza Corner,1,India,New Delhi,Nangloi,"South Indian, Pizza, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,150,1,19-04-2013,2013,4,19,April,QRT-2,16,Friday,FQ-4,FM-12,01-04-2013,1.8,161.046,
18372324,Kasba,1,India,New Delhi,Palam,Chinese,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,06-04-2017,2017,4,6,April,QRT-2,14,Thursday,FQ-4,FM-12,01-04-2017,3,268.41,
18361222,Dinesh Meat Wala,1,India,New Delhi,Pitampura,Mughlai,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,10-04-2010,2010,4,10,April,QRT-2,15,Saturday,FQ-4,FM-12,01-04-2010,4.8,429.456,
18357943,Shama Muradabadi Chicken Biryani,1,India,New Delhi,Sarita Vihar,Mughlai,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,08-04-2018,2018,4,8,April,QRT-2,15,Sunday,FQ-4,FM-12,01-04-2018,4.8,429.456,
18365986,Batra Chinese Food  Chaap,1,India,New Delhi,Subhash Nagar,Chinese,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,21-04-2013,2013,4,21,April,QRT-2,17,Sunday,FQ-4,FM-12,01-04-2013,3,268.41,
18455545,Freezy,1,India,New Delhi,Subhash Nagar,Ice Cream,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,50,1,13-04-2017,2017,4,13,April,QRT-2,15,Thursday,FQ-4,FM-12,01-04-2017,0.6,53.682,
18366008,Madan Sweets  Bakers,1,India,New Delhi,Subhash Nagar,Mithai,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,02-04-2016,2016,4,2,April,QRT-2,14,Saturday,FQ-4,FM-12,01-04-2016,1.2,107.364,
18291232,Unique Pastry,1,India,New Delhi,Vivek Vihar,"Bakery, Desserts",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,19-04-2018,2018,4,19,April,QRT-2,16,Thursday,FQ-4,FM-12,01-04-2018,3,268.41,
18378043,Hot N Fresh Pizza,1,India,New Delhi,Dilshad Garden,Pizza,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,24-03-2010,2010,3,24,March,QRT-1,13,Wednesday,FQ-4,FM-12,01-03-2010,4.8,429.456,
18463985,RAMG Samose Wale,1,India,New Delhi,GTB Nagar,Street Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,03-03-2018,2018,3,3,March,QRT-1,9,Saturday,FQ-4,FM-12,01-03-2018,1.2,107.364,
18391757,Good Luck Cafe,1,India,New Delhi,Majnu ka Tila,Ice Cream,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,24-03-2012,2012,3,24,March,QRT-1,12,Saturday,FQ-4,FM-12,01-03-2012,3,268.41,
310988,Special Tea Point,1,India,New Delhi,Mukherjee Nagar,"Street Food, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,50,1,16-03-2015,2015,3,16,March,QRT-1,12,Monday,FQ-4,FM-12,01-03-2015,0.6,53.682,
18425768,SR Bakers,1,India,New Delhi,Munirka,Bakery,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,19-03-2017,2017,3,19,March,QRT-1,12,Sunday,FQ-4,FM-12,01-03-2017,1.2,107.364,
18432222,Anjel China  Tibetian Food,1,India,New Delhi,Najafgarh,"Tibetan, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,21-03-2014,2014,3,21,March,QRT-1,12,Friday,FQ-4,FM-12,01-03-2014,4.8,429.456,
18261161,The Regal Chicken Corner,1,India,New Delhi,Nangloi,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,11-03-2014,2014,3,11,March,QRT-1,11,Tuesday,FQ-4,FM-12,01-03-2014,4.8,429.456,
18368023,Guru Om Vanna,1,India,New Delhi,Rajendra Place,Street Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,15-03-2015,2015,3,15,March,QRT-1,12,Sunday,FQ-4,FM-12,01-03-2015,4.8,429.456,
18291456,Kedgy Bite,1,India,New Delhi,Subhash Nagar,Fast Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,27-03-2016,2016,3,27,March,QRT-1,14,Sunday,FQ-4,FM-12,01-03-2016,1.2,107.364,
18354667,Food Cafe,1,India,New Delhi,Alaknanda,"South Indian, North Indian, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,350,1,12-02-2016,2016,2,12,February,QRT-1,7,Friday,FQ-4,FM-11,01-02-2016,4.2,375.774,
18421693,Cookie Shookie,1,India,New Delhi,Anand Vihar,Bakery,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,09-02-2010,2010,2,9,February,QRT-1,7,Tuesday,FQ-4,FM-11,01-02-2010,1.2,107.364,
18458325,VadaPav n Frankie,1,India,New Delhi,Ashok Vihar Phase 1,Fast Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,100,1,05-02-2013,2013,2,5,February,QRT-1,6,Tuesday,FQ-4,FM-11,01-02-2013,1.2,107.364,
18382583,Makers  Bakers,1,India,New Delhi,Barakhamba Road,"Bakery, Desserts",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,350,1,13-02-2012,2012,2,13,February,QRT-1,7,Monday,FQ-4,FM-11,01-02-2012,4.2,375.774,
18261146,Hind Bakery  Chinese Fast Food,1,India,New Delhi,Civil Lines,Fast Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,150,1,12-02-2016,2016,2,12,February,QRT-1,7,Friday,FQ-4,FM-11,01-02-2016,1.8,161.046,
18355127,Muradabadi Shahi Biryani  Chicken Corner,1,India,New Delhi,Defence Colony,Mughlai,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,17-02-2017,2017,2,17,February,QRT-1,7,Friday,FQ-4,FM-11,01-02-2017,4.8,429.456,
18441698,Nice Food Corner,1,India,New Delhi,IP Extension,Street Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,150,1,22-02-2014,2014,2,22,February,QRT-1,8,Saturday,FQ-4,FM-11,01-02-2014,1.8,161.046,
18222598,Murliwala Bakers,1,India,New Delhi,Krishna Nagar,"Bakery, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,22-02-2015,2015,2,22,February,QRT-1,9,Sunday,FQ-4,FM-11,01-02-2015,3,268.41,
305181,Aakash Sweets  Caterers,1,India,New Delhi,Mahipalpur,"Mithai, Street Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,150,1,15-02-2010,2010,2,15,February,QRT-1,8,Monday,FQ-4,FM-11,01-02-2010,1.8,161.046,
18451158,Hungerz Hub,1,India,New Delhi,Moti Nagar,"Burger, Pizza, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,250,1,19-02-2011,2011,2,19,February,QRT-1,8,Saturday,FQ-4,FM-11,01-02-2011,3,268.41,
18430900,Lounge Bakery,1,India,New Delhi,Najafgarh,Bakery,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,400,1,05-02-2011,2011,2,5,February,QRT-1,6,Saturday,FQ-4,FM-11,01-02-2011,4.8,429.456,
18435332,Bikaner Sweets  Restaurant,1,India,New Delhi,Nangloi,"Mithai, Street Food, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,0,450,1,01-02-2015,2015,2,1,February,QRT-1,6,Sunday,FQ-4,FM-11,01-02-2015,5.4,483.138,
18464640,The Pizza Family,1,India,New Delhi,Nangloi,Pizza,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,350,1,19-02-2013,2013,2,19,February,QRT-1,8,Tuesday,FQ-4,FM-11,01-02-2013,4.2,375.774,
18369770,Paras Corner,1,India,New Delhi,Naraina,Chinese,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,150,1,27-02-2015,2015,2,27,February,QRT-1,9,Friday,FQ-4,FM-11,01-02-2015,1.8,161.046,
18435322,Red Rose Restaurant,1,India,New Delhi,Narela,Fast Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,0,450,1,08-02-2018,2018,2,8,February,QRT-1,6,Thursday,FQ-4,FM-11,01-02-2018,5.4,483.138,
